H0,H1,H2,date,alias
Alleged Twitter hacker arrested ,,,2020-08-02,abcnews
NAACP leader under fire over anti-Semitic post,,,2020-08-02,abcnews
Border wall construction allowed to continue,,,2020-08-02,abcnews
Inmate captured after escape from 12th floor,,,2020-08-02,abcnews
Officials rush to catch invasive 'murder hornets',,,2020-08-02,abcnews
"Despite virus, Black voters wary of voting by mail",,,2020-08-02,abcnews
City commissioner killed in gun battle with police,,,2020-08-02,abcnews
1st US partial face transplant recipient dies,,,2020-08-02,abcnews
Settlement reached in football player's death,,,2020-08-02,abcnews
Text to Pac-12 players encourages possible opt-out,,,2020-08-02,abcnews
"Facebook bows, blocks 12 accounts worldwide",,,2020-08-02,abcnews
California wildfire destroys home; new evacuations,,,2020-08-02,abcnews
"In Africa, stigma around virus hinders response",,,2020-08-02,abcnews
Iran detains California-based exile group's leader,,,2020-08-02,abcnews
Virtual school training fails some teachers,,,2020-08-02,abcnews
Mayor quits after white supremacist remark,,,2020-08-02,abcnews
Tainted alcohol kills 69 people in northern India,,,2020-08-02,abcnews
Agency probed abuse reports before Kan. girl slain,,,2020-08-02,abcnews
Fairness debate in renewed in marathon bomber case,,,2020-08-02,abcnews
"Fires in Brazil's Amazon up 28%, worrying experts",,,2020-08-02,abcnews
Gay cop who settled suit to quit diversity unit,,,2020-08-02,abcnews
Kansas city requires masks for 'safe' reputation,,,2020-08-02,abcnews
Justice Department schedules 2 additional federal executions,,,2020-08-02,abcnews
James Murdoch resigns from news publisher News Corp's board,,,2020-08-02,abcnews
Police rescue horse from barn fire ,,,2020-08-02,abcnews
Kitesurfers take advantage of hurricane winds ,,,2020-08-02,abcnews
Dark storm clouds sweep across Minnesota,,,2020-08-02,abcnews
Baseball fans in South Korea return to stadiums,,,2020-08-02,abcnews
"A surge in evictions could turn into financial crisis, economist warns",,,2020-08-02,cnbcfinance
Here's what happened to the stock market on Friday,,,2020-08-02,cnbcfinance
What to do if you're facing eviction now that CARES Act moratorium has ended,,,2020-08-02,cnbcfinance
The $600 unemployment boost has ended. What's next?,,,2020-08-02,cnbcfinance
Exxon reports second straight quarter of losses,,,2020-08-02,cnbcfinance
"Stocks making the biggest moves in the premarket: Caterpillar, Merck, Chevron, Under Armour & more",,,2020-08-02,cnbcfinance
Chevron shares fall after oil giant reports an $8.3 billion loss for second quarter,,,2020-08-02,cnbcfinance
Monzo's losses double as popular UK digital bank warns of pandemic uncertainty,,,2020-08-02,cnbcfinance
Major banks are giving grads virtual introductions to careers in finance,,,2020-08-02,cnbcfinance
"Stocks making the biggest moves after hours: Facebook, Amazon, Ford and more",,,2020-08-02,cnbcfinance
"Dow closes 110 points higher amid Big Tech rally, Apple soars 10% to a record",,,2020-08-02,cnbcfinance
Apple just announced a stock split  here's what that means for investors,,,2020-08-02,cnbcfinance
Here's what happened to the stock market on Thursday,,,2020-08-02,cnbcfinance
"The $600 unemployment boost is almost over. For some, aid will fall by 93%",,,2020-08-02,cnbcfinance
"Coastal flooding puts 20% of global economy at risk by 2100, new report finds",,,2020-08-02,cnbcfinance
"U.S. weekly jobless claims rise for a second straight week, total 1.434 million",,,2020-08-02,cnbcfinance
"Stocks making the biggest moves in the premarket: Procter & Gamble, Comcast, UPS, Cigna & more",,,2020-08-02,cnbcfinance
Shares of Singapore's top banks fall after regulator limits dividend payouts for 2020,,,2020-08-02,cnbcfinance
"Dollar will weaken further while bond yields strengthen, Wells Fargo predicts",,,2020-08-02,cnbcfinance
Dow drops more than 200 points after the biggest U.S. GDP contraction on record,,,2020-08-02,cnbcfinance
"Stocks making the biggest moves after hours: Qualcomm, Kodak, Qorvo, Pay",,,2020-08-02,cnbcfinance
Here's what happened to the stock market on Wednesday,,,2020-08-02,cnbcfinance
Kodak executive chairman addresses jump in trading activity before government deal was announced,,,2020-08-02,cnbcfinance
GOP unemployment plan hurts these groups the most,,,2020-08-02,cnbcfinance
Here's what changed in the new Fed statement,,,2020-08-02,cnbcfinance
"Fed holds rates steady, says economic growth is 'well below' pre-pandemic level",,,2020-08-02,cnbcfinance
"Stocks making the biggest moves midday: Kodak, AMD, Shopify, Boeing, General Electric & more",,,2020-08-02,cnbcfinance
Move over Tesla: Robinhood day-trading crowd finds a new speculative favorite in Kodak,,,2020-08-02,cnbcfinance
"Make over $55,000? Unemployment may replace less than 70% of your wages under HEALS Act",,,2020-08-02,cnbcfinance
"Stocks making the biggest moves in the premarket: Boeing, GE, GM, Spotify, Eastman Kodak & more",,,2020-08-02,cnbcfinance
General Electric shares fall even after second-quarter revenue beats expectations,,,2020-08-02,cnbcfinance
Wise sees valuation climb to $5 billion,,,2020-08-02,cnbcfinance
Stocks making the biggest moves after hours: Fire,,,2020-08-02,cnbcfinance
"Eye, AMD, Visa and more",,,2020-08-02,cnbcfinance
"Dow rises more than 100 points after Fed keeps rates unchanged, tech leads",,,2020-08-02,cnbcfinance
Eastman Kodak's top executive reportedly got Trump deal windfall on an 'understanding',,,2020-08-02,cnbcfinance
Op-ed: Keep your eyes on Russia for an August surprise of Putin's making,,,2020-08-02,cnbcfinance
Elon Musk says 'China rocks' while the U.S. is full of 'complacency and entitlement',,,2020-08-02,cnbcfinance
Trump says he will ban Tik,,,2020-08-02,cnbcfinance
Tok through an executive action,,,2020-08-02,cnbcfinance
"'These are the next FANG stocks,' Ark Invest portfolio manager says as firm sees record inflows",,,2020-08-02,cnbcfinance
Coronavirus Live Updates: U.S. Officials Seek Relief Package as Cases Rise,"Florida, with over 7,000 virus deaths, now faces hurricane season as Tropical Storm Isaias threatens the East Coast.",,2020-08-02,nytimes
Is the Subway Risky? It May Be Safer Than You Think,New studies in Europe and Asia suggest that riding public transportation is not a major source of transmission for the coronavirus.,,2020-08-02,nytimes
A Covid Patient Goes Home After a Rare Double Lung Transplant,Mayra Ramirez was the first of a small but growing number of people whose only hope of surviving the coronavirus was to replace their lungs.,,2020-08-02,nytimes
Pollution Is Killing Black Americans. This Community Fought Back.,African-Americans are 75 percent more likely than others to live near facilities that produce hazardous waste. Can a grass-roots environmental-justice movement make a difference?,,2020-08-02,nytimes
Why Trumps Blunt Appeals to Suburban Voters May Not Work,People living the Suburban Lifestyle Dream tend to support recent protests and disapprove of the presidents handling of race.,,2020-08-02,nytimes
"More Than 1,000 Companies Boycotted Facebook. Did It Work?","Major advertisers on Facebook reduced their spending by millions of dollars in July, but not enough to significantly damage the platforms revenue.",,2020-08-02,nytimes
"Wilford Brimley, Cocoon Star and Quaker Oats Pitchman, Is Dead at 85","Recognizable by his walrus mustache, the actor specialized in playing cantankerous characters in Absence of Malice, The Natural and other films.",,2020-08-02,nytimes
11 of Our Best Weekend Reads,Mourning John Lewis. Advances in Alzheimers research. Sheep in Senegal. Ben & Jerry. And more.,,2020-08-02,nytimes
"News Quiz: U.S. Troops, Baseball, Louie Gohmert",Did you follow the headlines this week?,,2020-08-02,nytimes
"Midwest, School Reopenings, Summer Gardens: Your Weekend Briefing",Heres what you need to know about the weeks top stories.,,2020-08-02,nytimes
A #MeToo Moment in the Military,"What happened to 20-year-old Specialist Vanessa Guillen, and how the United States responded.",,2020-08-02,nytimes
The Book of Statuses,A group of parents takes one big step together.,,2020-08-02,nytimes
The Seductive Lure of Authoritarianism,"Anne Applebaum discusses Twilight of Democracy, and Barbara Demick talks about Eat the Buddha.",,2020-08-02,nytimes
Voting by Mail Is Crucial for Democracy,"Especially amid the pandemic, its the surest path to a more inclusive, more accurate and more secure election.",,2020-08-02,nytimes
"A Friendship, a Pandemic and a Death Beside the Highway",How a photograph of a young man cradling his dying friend sent me on a journey across India.,,2020-08-02,nytimes
Talking to the Dead in the Sunshine State,"I was searching for facts, for a lost friend, and for what couldnt be explained.",,2020-08-02,nytimes
How to Go to College During a Pandemic,Students at Minerva spend four years entirely online. Is this the future of higher education?,,2020-08-02,nytimes
100 Years of Voting Hasnt Done What We Thought It Would,The unfinished business of the womens vote.,,2020-08-02,nytimes
"Double, Double, Trumps Toil, Our Trouble","Demon sperm meets alien D.N.A., as President Trump teeters.",,2020-08-02,nytimes
Trump Might Try to Postpone the Election. Thats Unconstitutional.,He should be removed unless he relents.,,2020-08-02,nytimes
"To Break a Horse, and a Woman",How do prey animals stay safe in a world out to get them? And how would I?,,2020-08-02,nytimes
What Will Schools Do When a Teacher Gets Covid-19?,Cases are inevitable. Schools need to plan now.,,2020-08-02,nytimes
I Hope This Is Not Another Lie About the Republican Party,But it might be lost forever.,,2020-08-02,nytimes
Thats Ridiculous. How Americas Coronavirus Response Looks Abroad.,"From lockdowns to testing, we showed people around the world the facts and figures on how the U.S. has handled the pandemic.",,2020-08-02,nytimes
Inside the Iraqi Kleptocracy,"Corruption, as much as violence, makes Iraq unlivable. It helped fuel the rise of ISIS. And America provides the cash to sustain it, at least $10 billion a year in hard currency.",,2020-08-02,nytimes
How to Navigate the Coronavirus Real Estate Market,"Suburbs and fashionable exurbs are hot, but dont forget that home prices have fallen before, a Nobel laureate warns.",,2020-08-02,nytimes
"Its a Book. Its a Podcast. Its a Three-Act Play, in Your Ears.","Jesse Eisenbergs audio drama, When You Finish Saving the World, is coming to Audible ahead of a film adaptation with Julianne Moore.",,2020-08-02,nytimes
Isaias Live Updates: Storm Weakens as It Churns Toward Florida After Hitting Bahamas,"The tropical storm is expected to be upgraded to a hurricane again overnight and may hit Floridas coast, further testing a state that has been battered by the coronavirus pandemic.",,2020-08-02,nytimes
8 Service Members Missing in California Accident Are Presumed Dead,One Marine died in the amphibious vehicle accident on Thursday. Search and rescue operations to find the missing eight people were called off on Saturday.,,2020-08-02,nytimes
"Red Onions Linked to Salmonella Outbreak, Officials Say","More than 500 cases and at least 75 hospitalizations have been reported in the United States and Canada, the health authorities said.",,2020-08-02,nytimes
"U.K. Has Europes Worst Surge in Deaths During Pandemic, Study Says",Prime Minister Boris Johnson has linked Britains high toll to record-keeping variances among nations. But a government report shows deaths really have been higher than in neighboring countries.,,2020-08-02,nytimes
Trader Joes Defends Product Labels Criticized as Racist,"The company had previously said the names of international-themed products that were intended to promote inclusiveness, such as Trader Jos and Trader Mings, may now have the opposite effect.",,2020-08-02,nytimes
Body Bags and Enemy Lists: How Far-Right Police Officers and Ex-Soldiers Planned for Day X,Germany has woken up to a problem of far-right extremism in its elite special forces. But the threat of neo-Nazi infiltration of state institutions is much broader.,,2020-08-02,nytimes
"Aboard the Diamond Princess, a Case Study in Aerosol Transmission",A computer model of the cruise-ship outbreak found that the virus spread most readily in microscopic droplets light enough to linger in the air.,,2020-08-02,nytimes
"SpaceX Crew Dragon Departs, Carrying NASA Astronauts Toward Home",Bob Behnken and Doug Hurley are getting ready to splash down after two months in orbit.,,2020-08-02,nytimes
"Connie Culp, First Face Transplant Recipient in U.S., Dies at 57",Her near-total face transplant in 2008 was the most complex at the time. She was the fourth patient in the world to undergo such a procedure.,,2020-08-02,nytimes
Why We Reach for Nostalgia in Times of Crisis,It can be comforting. But be careful,,2020-08-02,nytimes
"Need Help With Your Estate Plan? Go With the Flow, Advisers Say","As older adults face mortality during the pandemic, lawyers and wealth advisers are using color-coded documents and flowcharts to help them understand estate planning.",,2020-08-02,nytimes
Worried Your Kid Is Falling Behind? Youre Not Alone,"As kids start school with more online learning, parents wonder whether theyll ever catch up. Heres how to set them up for success.",,2020-08-02,nytimes
Feeling Stuck? Five Tips for Managing Life Transitions,"Whatever the wolf is that disrupts your story, here are ways to emerge as the hero.",,2020-08-02,nytimes
Making the Most of a Pandemic Staycation,Families who stayed put in cities during the pandemic are rediscovering new ways to appreciate their neighborhoods and even their homes.,,2020-08-02,nytimes
Their Very Own Loving Story,"Renee Knake and Wallace B. Jefferson, both lawyers, are grateful to Mildred Loving and Richard Loving for challenging interracial marriage laws in the 1960s.",,2020-08-02,nytimes
How an Urban Flower Farmer Spends Her Sundays,"On a quest for sunlight and soil, Christina Clum approached Brooklyn residents about growing flowers in their yards. It worked.",,2020-08-02,nytimes
Baseball in Empty Stadiums Is Weird. How Will It Affect Outcomes?,"Players, coaches and analysts of all stripes are watching this seasons games to see what effect  if any  the absence of fans has on the games themselves.",,2020-08-02,nytimes
Isabel Wilkerson Loves Books. That Doesnt Mean She Treats Them Gently.,"Many of them are not only dog-eared, but often double-cornered-dog-eared, the margins marked up with my own commentary.",,2020-08-02,nytimes
No Summer Tournaments Means More Recruits Committing to Colleges,Villanova has already received verbal commitments from enough players to build most of a starting lineup for future seasons.,,2020-08-02,nytimes
"With Covid-19, a Seismic Quiet Like No Other","Coronavirus shutdowns led to the longest and most coherent global seismic noise reduction in recorded history, scientists report.",,2020-08-02,nytimes
The coolest reptiles on the planet occasionally freeze solid.,,,2020-08-02,nytimes
Gut Microbes Might Keep Malnourished Children From Growing,Bacteria in the small intestine may drive inflammation that makes it harder for children to get the calories and nutrients they need.,,2020-08-02,nytimes
"With Eating Disorders, Looks Can Be Deceiving","Distorted eating behaviors occur in young people irrespective of their weight, gender, race, ethnicity or sexual orientation.",,2020-08-02,nytimes
"After Plummeting, the Virus Soars Back in the Midwest","States like Missouri, Illinois and Wisconsin are riding a frustrating seesaw during the pandemic, with new coronavirus cases rising again after apparent progress.",,2020-08-02,nytimes
"A School Reopens, and the Coronavirus Creeps In","As more schools abandon plans for in-person classes, one that opened in Indiana this week had to quarantine students within hours.",,2020-08-02,nytimes
Data leak reveals Iran cover-up of Covid-19 deaths,,2020-08-03,bbcnews
US entering 'different' phase of Covid-19 outbreak,,2020-08-03,bbcnews
Tourist 'crushed' by humpback whale in Australia,,2020-08-03,bbcnews
Nasa astronauts make landmark splashdown,,2020-08-03,bbcnews
Video 6 minutes 8 secondsWhy we left America for Africa,,2020-08-03,bbcnews
IS-claimed attack on Afghan prison leaves 21 dead,,2020-08-03,bbcnews
Nobel peace prize winner John Hume dies,,2020-08-03,bbcnews
Republicans dampen reports of convention media ban,,2020-08-03,bbcnews
Massive Californian wildfire forces evacuations,,2020-08-03,bbcnews
Pianist who battled hand condition dies at 92,,2020-08-03,bbcnews
China sends Covid-19 medical team to Hong Kong,,2020-08-03,bbcnews
Melbourne lockdown to keep a million workers home,,2020-08-03,bbcnews
Microsoft and TikTok talks continue after Trump call,,2020-08-03,bbcnews
Taylor Swift's Folklore is a record-breaker,,2020-08-03,bbcnews
Video'Thank you for flying SpaceX',,2020-08-03,bbcnews
Where are the world's coronavirus hotspots?,,2020-08-03,bbcnews
How would the US go about banning TikTok?,,2020-08-03,bbcnews
VideoNew Genoa bridge 'like a white vessel',,2020-08-03,bbcnews
Genoa readies new bridge two years after tragedy,,2020-08-03,bbcnews
Hume - the pivotal peacemaker in Northern Ireland,,2020-08-03,bbcnews
The boss who bounced her way to 3m from just 200,,2020-08-03,bbcnews
Nigerians' double blow: Currency woes and Covid-19,,2020-08-03,bbcnews
The Covid-19 heroes nobody talks about,,2020-08-03,bbcnews
"Mel C: 'People think I'm mouthy, but I'm really gentle'",,2020-08-03,bbcnews
'Bay of Piglets': A 'bizarre' plot to capture a president,,2020-08-03,bbcnews
The 'real' threat to Russias former doping mastermind,,2020-08-03,bbcnews
The 'forgotten' community left to fall off a cliff,,2020-08-03,bbcnews
Covid took nine of the people I cared for,,2020-08-03,bbcnews
Middle-class students fighting for a homeland dream,,2020-08-03,bbcnews
Japans relationship saboteur industry,,2020-08-03,bbcnews
Scotlands vital wet desert,,2020-08-03,bbcnews
Will this film save cinema in 2020?,,2020-08-03,bbcnews
How much of your body is actually you?,,2020-08-03,bbcnews
The water wars of the Sahara Desert,,2020-08-03,bbcnews
Imposter syndrome's prime target?,,2020-08-03,bbcnews
No championship is less valuable - Mercedes boss Wolff,,2020-08-03,bbcnews
A big name or squad signings? Who should Liverpool buy this summer?,,2020-08-03,bbcnews
Infantino to continue as Fifa president amid criminal investigation,,2020-08-03,bbcnews
Thomas returns to world number one by winning WGC-St Jude Invitational,,2020-08-03,bbcnews
'The most dramatic ending I can remember' - Hamilton on last-lap puncture drama,,2020-08-03,bbcnews
IPL to be held in UAE from September,,2020-08-03,bbcnews
WATCH: Tracking Hurricane Isaias,,2020-08-03,foxnews
Could a TikTok ban hurt President Trump's youth vote?,,2020-08-03,foxnews
"Rep. Dunn on preparations for Tropical Storm Isaias, debate over next COVID-19 bill",,2020-08-03,foxnews
Alabama principal's 'Can't Touch This' COVID-19 parody takes internet by storm,,2020-08-03,foxnews
Rep. Roy: Dems are perfectly happy to let cities burn and politicize COVID-19 to win in November,,2020-08-03,foxnews
Biden launches 'Made in America' tour in Ohio,,2020-08-03,foxnews
"Bari Weiss slams cancel culture as 'social murder,' says New York Times is 'living in fear of an online mob'",,2020-08-03,foxnews
Biden urged not to debate Trump so president doesn't have another platform to 'lie',,2020-08-03,foxnews
"Minneapolis police offer advice on how to stay safe amid crime surge, city sees cop exodus",,2020-08-03,foxnews
Louisville biz owner slams BLM protesters list of demands: report,,2020-08-03,foxnews
"Hilton: If Trump keeps doing this, it's Biden's race to lose",,2020-08-03,foxnews
'Squad' member accused of ignoring constituents by Democrat opponent,,2020-08-03,foxnews
Former Clinton spokesman pleads with Biden not to debate President Trump,,2020-08-03,foxnews
OpinionLIZ PEEK: Biden's VP choice  this is why he's dithering,,2020-08-03,foxnews
PoliticsTrump ramping up US presence in the Arctic,,2020-08-03,foxnews
PoliticsTrump campaign re-launches ads with focus on critical early voting states,,2020-08-03,foxnews
the next revolutionSteve Hilton: End the shutdown madness,,2020-08-03,foxnews
"MediaEllen DeGeneres shows future up in the air depending on investigation findings, experts say",,2020-08-03,foxnews
HealthOutbreak at Georgia sleepaway camp renews fear over children and virus,,2020-08-03,foxnews
life liberty levinSean Hannity says his level of concern ahead of November's presidential election is a '5-alarm fire',,2020-08-03,foxnews
Sturgis biker rally may draw 250K amid coronavirus outbreak,,2020-08-03,foxnews
U.S.Portland records deadliest month in 30 years: report,,2020-08-03,foxnews
Officials caught off guard as recreational boaters move into drop zone for returning Spacex capsule,,2020-08-03,foxnews
"U.S.5,000 Burmese pythons removed from Florida Everglades",,2020-08-03,foxnews
"U.S.Couple faces charges after Nazi salute, yelling 'White lives matter' at Black man, girlfriend",,2020-08-03,foxnews
U.S.Marines in training exercise accident off California coast IDd,,2020-08-03,foxnews
"WorldIslamic State attack on Afghan prison, killing 21, rages on",,2020-08-03,foxnews
U.S.Tropical Storm Isaias could hit the Carolinas at near-hurricane strength,,2020-08-03,foxnews
U.S.American hero scales back his business to help more people despite pandemic and economic turmoil,,2020-08-03,foxnews
"U.S.Shots go flying outside a Costco, the dramatic events that unfolded",,2020-08-03,foxnews
EntertainmentThis actress backs Brad Garrett's comment on DeGeneres' rude behavior,,2020-08-03,foxnews
SportsPro athletes who stood for national anthem amid fever pitch to support social justice initiatives,,2020-08-03,foxnews
SportsSecond NFL head coach tests positive for coronavirus,,2020-08-03,foxnews
SportsJoe George knocks out Marcos Escudero with nasty uppercut in ninth round of fight,,2020-08-03,foxnews
Real EstateCheap ways to dehumidify your house during the summer months,,2020-08-03,foxnews
TravelInstagram travel influencers share US road trip plans as coronavirus pandemic continues,,2020-08-03,foxnews
MoneyWhy this is the right age to take Social Security,,2020-08-03,foxnews
"LifestyleGround beef recall affects 38,000 pounds of meat",,2020-08-03,foxnews
Hannity compares media to 'state-run propaganda TV': 'Lied to this country for 4 straight years',,2020-08-03,foxnews
"Former candidate points out removing cops ended with two Black teens killed in CHOP zone, slams 'defund police' push",,2020-08-03,foxnews
AMERICAN ICONS: LUCILLE BALLI Love Lucy was groundbreaking. Watch how she became one of the most beloved women in comedy & culture!,,2020-08-03,foxnews
Scientists in two countries are examining coronavirus outbreaks at mink farms,,2020-08-03,foxnews
Bollywood superstar Amitabh Bachchan discharged from hospital after coronavirus diagnosis,,2020-08-03,foxnews
"Mets' Cespedes opts out of MLB season due to coronavirus, after no-show at game",,2020-08-03,foxnews
This cruise line cancels sailings through end of 2020,,2020-08-03,foxnews
Eduardo Rodriguez out for season with post-COVID-19 heart issue,,2020-08-03,foxnews
Should I use a personal loan or a 0% APR card to get out of debt?,,2020-08-03,foxnews
Mail-in ballot problems  here are issues the left ignores,,2020-08-03,foxnews
What's next for police  and our country  as unrest continues?,,2020-08-03,foxnews
2020 presidential election  Sean Hannity and I agree: America is on the brink,,2020-08-03,foxnews
OpinionChastity Milligan: Schools need to reopen for in-person classes  virtual education a poor substitute,,2020-08-03,foxnews
HealthHealth care workers with coronavirus grapple with emotional toll of disease: 'There is a sense of helplessness',,2020-08-03,foxnews
Coronavirus patients using unique physical therapy treatment to breathe easier during recovery,,2020-08-03,foxnews
"U.S.South Dakota's Sturgis Motorcycle Rally expecting to draw 250K, amid coronavirus concerns",,2020-08-03,foxnews
MediaSteve Hilton warns Trump campaign is 'sleepwalking into a Biden presidency': 'Wake Up',,2020-08-03,foxnews
MediaHannity compares media to 'state-run propaganda TV': 'Lied to this country for 4 straight years',,2020-08-03,foxnews
MediaAri Hoffman: Seattle minority communities targeted in hate crimes fear for their safety as city moves to defund police budget,,2020-08-03,foxnews
"MediaNunes warns China could use TikTok 'to runa propaganda operation' to influence upcoming election: 'Very, very disturbing'",,2020-08-03,foxnews
MediaFlorida Sen. Scott on phase 4 coronavirus relief proposals: Democrats 'just want to waste your money',,2020-08-03,foxnews
"PoliticsBreak the Ice: Trump ramping up US presence in the Arctic as Russia, China threats loom",,2020-08-03,foxnews
"PoliticsTlaib accused of seeking 'rock star' status, ignoring constituents in tough primary challenge",,2020-08-03,foxnews
"PoliticsJoe Biden should not debate President Trump, Clintons ex-WH spokesman says",,2020-08-03,foxnews
PoliticsTrump announces government 'must' again seek death penalty for Boston Marathon bomber,,2020-08-03,foxnews
U.S.Tropical StormIsaias could hit Carolinas at near-hurricane strength,,2020-08-03,foxnews
U.S.Cuban business owner in Louisville decries BLM protesters demands as mafia tactics,,2020-08-03,foxnews
"WorldJohn Hume, who worked to end N. Ireland violence, dies at 83",,2020-08-03,foxnews
"WorldIn Spain and the Netherlands, scientists examine coronavirus outbreaks at mink farms",,2020-08-03,foxnews
WorldHong Kong police issue arrest warrant for US citizen amid crackdown on pro-democracy activists,,2020-08-03,foxnews
"World96-year-old Italian man, a WWII veteran, becomes country's oldest graduate",,2020-08-03,foxnews
EntertainmentBo Derek reflects on giving back to American veterans: Theres just so much we dont do for our heroes,,2020-08-03,foxnews
"U.S.Navy veteran says he scaled his business to help more people despite pandemic, economic turmoil",,2020-08-03,foxnews
NASA astronauts splash down in SpaceX capsule as historic mission returns to Earth,,2020-08-03,foxnews
MediaFourth-grader who wants to be a Navy SEAL starts service by helping veterans,,2020-08-03,foxnews
Afghanistan combat veterans fight to save local American Legion post as coronavirus hurts finances,,2020-08-03,foxnews
SportsNHL's 2020 pandemic-shortened season: Everything you need to know,,2020-08-03,foxnews
SportsArizona Coyotes: What to know before NHL restarts pandemic-shortened season,,2020-08-03,foxnews
SportsVancouver Canucks: What to know before NHL restarts pandemic-shortened season,,2020-08-03,foxnews
SportsCalgary Flames: What to know before NHL restarts pandemic-shortened season,,2020-08-03,foxnews
SportsEdmonton Oilers: What to know before NHL restarts pandemic-shortened season,,2020-08-03,foxnews
OpinionMichael Goodwin: Mail-in ballot problems  here are issues the left ignores,,2020-08-03,foxnews
OpinionLiz Peek: Biden's VP choice  this is why he's dithering,,2020-08-03,foxnews
OpinionCory Mills: What's next for police  and our country  as unrest continues?,,2020-08-03,foxnews
OpinionJason Wright: 5 life lessons from a dog 1 year after we lost our beloved pet,,2020-08-03,foxnews
Fox & Friends FirstCould a TikTok ban hurt President Trump's youth vote?,,2020-08-03,foxnews
08:09the next revolutionSteve Hilton: End the shutdown madness,,2020-08-03,foxnews
13:56life liberty levinSean Hannity says his level of concern ahead of November's presidential election is a '5-alarm fire',,2020-08-03,foxnews
America's News HQAstronaut Col. Mike Fincke previews NASAs 1st splashdown in 45 years,,2020-08-03,foxnews
04:27Fox & FriendsRetired racecar driver Danica Patrick on teaming up with Folds of Honor,,2020-08-03,foxnews
EntertainmentCarol Burnett remembers her late daughter Carrie Hamilton: We were joined at the hip for a while there,,2020-08-03,foxnews
"First lady Melania Trump: 'Be Best' is advocating that every child find a loving, safe and forever family",,2020-08-03,foxnews
"EntertainmentLeave It to Beaver star Hugh Beaumont was very much like on-screen family man, daughter says",,2020-08-03,foxnews
"Travel71 percent of Americans hope to visit family following coronavirus lockdowns, study claims",,2020-08-03,foxnews
Bo Derek reflects on giving back to American veterans: Theres just so much we dont do for our heroes,,2020-08-03,foxnews
EntertainmentBollywood superstar Amitabh Bachchan discharged from hospital after coronavirus diagnosis,,2020-08-03,foxnews
Adele matches outfits with Beyonc to praise singer's visual album 'Black Is King',,2020-08-03,foxnews
EntertainmentJason Momoa receives birthday wish from wife Lisa Bonet's ex Lenny Kravitz: 'One family. One love',,2020-08-03,foxnews
EntertainmentRita Ora shares topless photos taken after she 'gets bored' sunbathing,,2020-08-03,foxnews
SportsTigers' Tyler Alexander ties American League record with nine straight strikeouts,,2020-08-03,foxnews
SportsRoyals' Jakob Junis kick-starts odd double play in second inning vs. White Sox,,2020-08-03,foxnews
SportsMLB looks to shorter doubleheaders to ease scheduling chaos,,2020-08-03,foxnews
SportsBrewers' Pat Murphy 'resting comfortably' after heart attack,,2020-08-03,foxnews
MoneyFed's Kashkari identifies 'one bright spot' in miserable GDP report: strong personal savings rate,,2020-08-03,foxnews
MediaHoward Stern could receive major payday with renewed contract: report,,2020-08-03,foxnews
Your retirement distributions won't be taxed in these states: AARP,,2020-08-03,foxnews
Sponsored by CredibleWhat to do if you can't afford college right now,,2020-08-03,foxnews
Sponsored by CredibleRead this before you apply for a personal loan,,2020-08-03,foxnews
"Rabbi Abraham Cooper: Tech giants should stop letting bigots, terrorists spread hatred online",,2020-08-03,foxnews
"TechFaster internet, wiping data, password hack: 5 tricks tech pros use all the time",,2020-08-03,foxnews
"Microsoft, Bytedance halt TikTok talks after Trump signals opposition",,2020-08-03,foxnews
MediaDonald Trump Jr.: 'Big Tech is activist liberal',,2020-08-03,foxnews
Jason Wright: 5 life lessons from a dog 1 year after we lost our beloved pet,,2020-08-03,foxnews
OpinionMax Lucado: You'll get through this  whatever mess you're facing God will use for good,,2020-08-03,foxnews
"OpinionPaul Batura: On National Friendship Day, here are 5 famous friendships that changed the world",,2020-08-03,foxnews
SportsTim Tebow's Bible message triggers 'sensitive content' warning from Twitter,,2020-08-03,foxnews
"OpinionFirst lady Melania Trump: 'Be Best' is advocating that every child find a loving, safe and forever family",,2020-08-03,foxnews
Cars + TrucksBrad Keselowski gets third 2020 NASCAR win at New Hampshire,,2020-08-03,foxnews
"Cars + TrucksThe best used cars for teens under $20,000",,2020-08-03,foxnews
Cars + TrucksLeaked image suggests 2021 Ford Bronco has 'convertible' tube doors,,2020-08-03,foxnews
Cars + TrucksFox News Virtual Auto Show: Your HUMMER trucks,,2020-08-03,foxnews
U.S.Texas city commissioner killed in gunbattle with police,,2020-08-03,foxnews
"Great OutdoorsDoctor elopes on Colorado mountaintop after coronavirus canceled wedding plans, viral Twitter photos show",,2020-08-03,foxnews
Great Outdoors4 Utah fishermen hook state record fish during pandemic,,2020-08-03,foxnews
"Great OutdoorsMassive, near 400-pound shark caught off New York coast",,2020-08-03,foxnews
"U.S.Texas surfer, 67, helps save 2 women from Hannas rough water: reports",,2020-08-03,foxnews
LifestyleImpatient pet cow moos loudly at farmer's window every day for morning hug,,2020-08-03,foxnews
Food & DrinkNew Jersey man has made more than 900 grocery deliveries for seniors for free during pandemic,,2020-08-03,foxnews
Food & DrinkCalifornia mall ridiculed for setting up restaurant dining in parking garage,,2020-08-03,foxnews
Food & DrinkUtah buffets allowed to reopen with some restrictions,,2020-08-03,foxnews
Real EstateApp described as 'Airbnb for swimming pools' surges in popularity during pandemic,,2020-08-03,foxnews
Real EstateGigi Hadid's redecorated NYC apartment divides Twitter users,,2020-08-03,foxnews
