H0,H1,H2,uri,date
,. NFL team owners vote to expand playoffs by 2 teams. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,. 13-year-old shot dead over curfew ban in Kenyan. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,. New online store offers help to indie booksellers. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,. Dubai throws Emirates Air a cash lifeline. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,. Huawei warns more US pressure may spur retaliation. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,". Assailant with ax, machete wounds man. ",,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,. Japan gently chided by UN climate chief. ,,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,". In chaotic times, gardening becomes therapy. ",,https://abcnews.go.com/,2020-04-01 15:01:23.123964
,". Rent's due: Many struggle to pay in virus outbreak. Farmers worry about COVID-19 effects on business. US businesses cut 27K jobs before virus hit. Medicare, Medicaid patients can use telemedicine. Trump: COVID-19 guidelines could be 'toughened up'. US consumer confidence sinks as virus impact felt. ",,https://abcnews.go.com/,2020-04-01 15:01:23.169590
,". Guide to asymptomatic COVID-19 transmission. Experts fear medical personnel, drug shortages. Race for COVID-19 vaccine: Fast, but fast enough?. Keep your car clean to reduce coronavirus risk. Nurses get creative with baby monitors in the ICU. Identical quadruplets born in coronavirus pandemic. ",,https://abcnews.go.com/,2020-04-01 15:01:23.169590
,". Map: Tracking the spread of coronavirus in the US. Trump: 'Life and death' at stake, urges guidelines. UN chief says COVID-19 is worst crisis since WWII. 'I heard the roar': Big earthquake hits Idaho. Japan bans entry from 73 other countries. Calls mount to close Grand Canyon as virus spreads. San Francisco will pay $369K to raided reporter. Tornadoes hit South, new storm moves through West. Exposed to betting, lowly team gets death threats. Keep your car clean to reduce coronavirus risk. Hospital closures complicate virus in rural areas. Fast, wide virus testing gave Germany an edge. ",,https://abcnews.go.com/,2020-04-01 15:01:23.169590
,". Map: Tracking the spread of coronavirus in the US. Trump: 'Life and death' at stake, urges guidelines. UN chief says COVID-19 is worst crisis since WWII. 'I heard the roar': Big earthquake hits Idaho. Japan bans entry from 73 other countries. Calls mount to close Grand Canyon as virus spreads. San Francisco will pay $369K to raided reporter. Tornadoes hit South, new storm moves through West. Exposed to betting, lowly team gets death threats. Keep your car clean to reduce coronavirus risk. Hospital closures complicate virus in rural areas. Fast, wide virus testing gave Germany an edge. ",,https://abcnews.go.com/,2020-04-01 15:01:23.170091
,". Play. ABCNews.com. 1:08. Residents in Italy hang baskets to help the poor during pandemic. Mario Kart fans compete in social-distance gaming event. 0:18. Brazil residents thank local sanitation workers with gifts. 1:30. 'Spider-Man' runs in the streets of England to cheer kids up. 1:39. Pyramids lit up thanking medical staff, urging people to stay home. 0:39. ",,https://abcnews.go.com/,2020-04-01 15:01:23.170091
,". San Francisco will pay $369K to raided reporter. Tornadoes hit South, new storm moves through West. Exposed to betting, lowly team gets death threats. Keep your car clean to reduce coronavirus risk. Hospital closures complicate virus in rural areas. Fast, wide virus testing gave Germany an edge. ",,https://abcnews.go.com/,2020-04-01 15:01:23.170592
,". Volunteers fill gaps amid UK pandemic lockdown. Soccer fans in Belarus to stop attending games. NFL teams rely on tape for drafting amid virus. NBA players donating blood for new COVID treatment. Afghanistan roadside bomb kills 8, mainly children. DOJ watchdog finds flaws in surveillance warrants. Trump admin finalizes new fuel economy rule. Baby meets great-grandma through car window. Fed to set up lending facility for central banks. Facebook resists Bolsonaro virus claims. ",,https://abcnews.go.com/,2020-04-01 15:01:23.170592
,". EMS on front lines: 'We are overwhelmed'. NFL team owners vote to expand playoffs by 2 teams. Nipsey Hussle remembered year after his death. 13-year-old shot dead over curfew ban in Kenyan. New online store offers help to indie booksellers. Dubai throws Emirates Air a cash lifeline. Huawei warns more US pressure may spur retaliation. Assailant with ax, machete wounds man. Japan gently chided by UN climate chief. In chaotic times, gardening becomes therapy. ",,https://abcnews.go.com/,2020-04-01 15:01:23.170592
,. Play. ABCNews.com. 1:08. Residents in Italy hang baskets to help the poor during pandemic. ,,https://abcnews.go.com/,2020-04-01 15:01:23.220263
,. Mario Kart fans compete in social-distance gaming event. 0:18. ,,https://abcnews.go.com/,2020-04-01 15:01:23.220263
,. Brazil residents thank local sanitation workers with gifts. 1:30. ,,https://abcnews.go.com/,2020-04-01 15:01:23.220263
,. 'Spider-Man' runs in the streets of England to cheer kids up. 1:39. ,,https://abcnews.go.com/,2020-04-01 15:01:23.220263
,". Pyramids lit up thanking medical staff, urging people to stay home. 0:39. ",,https://abcnews.go.com/,2020-04-01 15:01:23.220263
Coronavirus: US set to recommend wearing of masks,"The White House is expected to advise Americans to wear cloth masks, to help anti-virus efforts.",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Coronavirus: US set to recommend wearing of masks,"The White House is expected to advise Americans to wear cloth masks, to help anti-virus efforts.",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Queen to address UK as virus deaths rise,The Queen will speak to the nation on Sunday after a further 684 people die with coronavirus in the UK,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Lean On Me singer Bill Withers dies at 81,"The 1970s soul singer died of heart complications, his family said.",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Video 1 minute 48 secondsThen and now: Trump's changing views on Covid-19,"Since the start of the year, how has President Trump's attitude towards coronavirus changed?",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Google reveals travel habits during the pandemic,It will regularly provide updates as to what types of places people are going to during the outbreak.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Tunisia deploys police robot on lockdown patrol,It quizzes people outside suspected of flouting the North African nation's coronavirus restrictions.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Ultra-Orthodox Israeli town put under lockdown,Some ultra-Orthodox communities have been accused of being too slow to act over the coronavirus.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Europe's care homes struggle as virus deaths rise,France reveals 884 deaths linked to coronavirus and more cases emerge in Spain and Italy.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
UK PM stays in isolation with coronavirus symptoms,Boris Johnson had been due to come out of self-isolation but is continuing to work from home.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Scepticism over N Korea's claim to be virus free,The US military and N Korea observers question North Korea's claims it has staved off infections.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
UK PM stays in isolation with coronavirus symptoms,Boris Johnson had been due to come out of self-isolation but is continuing to work from home.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Scepticism over N Korea's claim to be virus free,The US military and N Korea observers question North Korea's claims it has staved off infections.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Pioneering allergy scientist dies aged 108,"Dr William Frankland, known as ""the grandfather of allergy"", developed the idea of a pollen count.",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
Slovakia to test Roma community for coronavirus,"The government says around 1,500 members of the Roma community have recently returned from abroad.",,https://www.bbc.com/news,2020-04-03 18:02:16.367636
No release for man acquitted of Daniel Pearl murder,Pakistani officials refuse to release the British-born militant convicted of beheading Daniel Pearl in 2002.,,https://www.bbc.com/news,2020-04-03 18:02:16.367636
,Queen to address UK as virus deaths rise,The Queen will speak to the nation on Sunday after a further 684 people die with coronavirus in the UK,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Lean On Me singer Bill Withers dies at 81,"The 1970s soul singer died of heart complications, his family said.",https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Video 1 minute 48 secondsThen and now: Trump's changing views on Covid-19,"Since the start of the year, how has President Trump's attitude towards coronavirus changed?",https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Google reveals travel habits during the pandemic,It will regularly provide updates as to what types of places people are going to during the outbreak.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Tunisia deploys police robot on lockdown patrol,It quizzes people outside suspected of flouting the North African nation's coronavirus restrictions.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Ultra-Orthodox Israeli town put under lockdown,Some ultra-Orthodox communities have been accused of being too slow to act over the coronavirus.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Europe's care homes struggle as virus deaths rise,France reveals 884 deaths linked to coronavirus and more cases emerge in Spain and Italy.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,UK PM stays in isolation with coronavirus symptoms,Boris Johnson had been due to come out of self-isolation but is continuing to work from home.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Scepticism over N Korea's claim to be virus free,The US military and N Korea observers question North Korea's claims it has staved off infections.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,UK PM stays in isolation with coronavirus symptoms,Boris Johnson had been due to come out of self-isolation but is continuing to work from home.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Scepticism over N Korea's claim to be virus free,The US military and N Korea observers question North Korea's claims it has staved off infections.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Pioneering allergy scientist dies aged 108,"Dr William Frankland, known as ""the grandfather of allergy"", developed the idea of a pollen count.",https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Slovakia to test Roma community for coronavirus,"The government says around 1,500 members of the Roma community have recently returned from abroad.",https://www.bbc.com/news,2020-04-03 18:02:16.594004
,No release for man acquitted of Daniel Pearl murder,Pakistani officials refuse to release the British-born militant convicted of beheading Daniel Pearl in 2002.,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Coronavirus outbreak eats into EU unity,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Where will be the last place to catch Covid-19?,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,US tourist towns telling visitors to stay away,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Favela 'presidents' fight Bolsonaro's virus claims,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,What does ‘from Russia with love’ really mean?,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Video‘I just had a baby - now I’m going to the frontline’,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,"Tiger King star in virus isolation, husband says",,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Video‘Forbidden footage’ shows secret lives of wartime spies,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,VideoThe staff battling coronavirus in a Barcelona ICU,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Video'We all need a laugh': Dressing up for bin night,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,India coronavirus doctors 'spat at and attacked',,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Coronavirus outbreak could cripple India's economy,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Coronavirus threatens the next generation of smartphones,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Where has all the hand sanitiser gone?,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Should more of us wear face masks?,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Indian pilots 'put at risk' on rescue flights,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,"My disabled son - ‘the nobleman, the philanderer, the detective’",,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,Living on a rock in the North Atlantic,,https://www.bbc.com/news,2020-04-03 18:02:16.594004
,"1968, the year that haunts hundreds of women",,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,The godfather of fake news,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,Detroit's abandoned jewel,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,How lockdown redefines our weekends,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,Why San Francisco does sourdough best,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,10 TV shows to watch in April,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,How much of your body is actually you?,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,What is Covid-19’s real death rate?,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
,Why supermarkets won’t run out of food,,https://www.bbc.com/news,2020-04-03 18:02:16.595007
Exclusive Clips,". Saint Patrick's Cathedral Mass: Friday, April 3Dr. Anthony Fauci: We have a 'hint' of positive evidence on anti-malaria drug95-year-old WWII veteran survives coronavirusOklahoma pizzeria owner on how loan program will help his businessMark Cuban says entrepreneurs will lead America back from COVID-19 crisisUS manufacturers exported key medical supplies to foreign countries. Documents show Senator sold more than $20 million in stocks ahead coronavirus crisisLeft uses coronavirus to push radical agendaTucker: The NY Times' coronavirus coverage can be explained in 4 stepsBiden on potentially working with Trump on coronavirus responseCruise ship with COVID-19 outbreak docks in Florida",Show More,https://www.foxnews.com/,2020-04-03 18:02:15.711237
,"ABOUT FACEWhite House to change course on masks as Fauci tells ‘Fox & Friends’ they can help in coronavirus fightCoronavirus outbreak sparks face mask debate: Should you wear them?. Dr. Oz says wearing a cloth mask outside is 'better than nothing but not a ton better than nothing'Feds distribute thousands of masks, other supplies seized from hoarders during coronavirus pandemicTexas city moves to fine people who don't cover their faces outside to protect against coronavirus",,https://www.foxnews.com/,2020-04-03 18:02:15.711237
White House to change course on masks as Fauci tells ‘Fox & Friends’ they can help in coronavirus fight,"Coronavirus outbreak sparks face mask debate: Should you wear them?. Dr. Oz says wearing a cloth mask outside is 'better than nothing but not a ton better than nothing'Feds distribute thousands of masks, other supplies seized from hoarders during coronavirus pandemicTexas city moves to fine people who don't cover their faces outside to protect against coronavirus",,https://www.foxnews.com/,2020-04-03 18:02:15.711744
,"WHERE IT HURT MOSTThese industries took big hits in March as economy lost 701K jobsStocks slide after dismal jobs reportTucker demands halt to 'demented' policy letting foreign workers take US jobs amid crisis. Mark Cuban lays out 'Infrastructure 2.0' plan to revitalize economy after coronavirus subsidesSQUAD’S WRATHAOC blasts ‘racist’ Amazon as memo reveals plan to fight warehouse worker. Trump fires back at Schumer over coronavirus criticism: 'No wonder AOC is thinking about running'AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthyIs AOC eligible to be president or vice president in 2020 or 2024?Live NowASK AN EXPERTCoronavirus live blog: ER physician Dr. Jon Baugh answers your questionsHow to protect yourself against coronavirus online scamsPeople with coronavirus are highly contagious for days prior to symptoms, says scientistPrototype nasal swabs for coronavirus testing evaluated by US Army and HarvardAMERICA TOGETHERHow one family saved daughter’s prom –without leaving homeAMERICA TOGETHER - These photos from our readers will warm your heart amid coronavirus crisisDoc tells ‘Fox & Friends’ of promising new coronavirus treatmentJessica Alba's company is donating diapers, other essentials to families impacted by the coronavirus. ",,https://www.foxnews.com/,2020-04-03 18:02:15.711744
These industries took big hits in March as economy lost 701K jobs,Stocks slide after dismal jobs reportTucker demands halt to 'demented' policy letting foreign workers take US jobs amid crisis. Mark Cuban lays out 'Infrastructure 2.0' plan to revitalize economy after coronavirus subsides,,https://www.foxnews.com/,2020-04-03 18:02:15.711744
AOC blasts ‘racist’ Amazon as memo reveals plan to fight warehouse worker,. Trump fires back at Schumer over coronavirus criticism: 'No wonder AOC is thinking about running'AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthyIs AOC eligible to be president or vice president in 2020 or 2024?,,https://www.foxnews.com/,2020-04-03 18:02:15.711744
Coronavirus live blog: ER physician Dr. Jon Baugh answers your questions,"How to protect yourself against coronavirus online scamsPeople with coronavirus are highly contagious for days prior to symptoms, says scientistPrototype nasal swabs for coronavirus testing evaluated by US Army and Harvard",,https://www.foxnews.com/,2020-04-03 18:02:15.711744
How one family saved daughter’s prom –without leaving home,"AMERICA TOGETHER - These photos from our readers will warm your heart amid coronavirus crisisDoc tells ‘Fox & Friends’ of promising new coronavirus treatmentJessica Alba's company is donating diapers, other essentials to families impacted by the coronavirus",,https://www.foxnews.com/,2020-04-03 18:02:15.711744
Exclusive Clips,"Saint Patrick's Cathedral Mass: Friday, April 3. Dr. Anthony Fauci: We have a 'hint' of positive evidence on anti-malaria drug95-year-old WWII veteran survives coronavirusOklahoma pizzeria owner on how loan program will help his businessMark Cuban says entrepreneurs will lead America back from COVID-19 crisisUS manufacturers exported key medical supplies to foreign countries. Documents show Senator sold more than $20 million in stocks ahead coronavirus crisisLeft uses coronavirus to push radical agendaTucker: The NY Times' coronavirus coverage can be explained in 4 stepsBiden on potentially working with Trump on coronavirus responseCruise ship with COVID-19 outbreak docks in Florida",Show More,https://www.foxnews.com/,2020-04-03 18:02:15.712241
,"Video. Chris Wallace weighs in on the hydroxychloroquine debate, questions surrounding China's COVID-19 dataHealth. Potential coronavirus vaccine candidate developed by University of Pittsburgh scientistsHealthTravel company that arranged spring break trip accused of downplaying coronavirus threat: report. VideoDr. Oz answers COVID-19 questions: Does blood type matter?MediaDr. Fauci says it's 'mind-boggling' that any of China's wet markets are still operatingMediaVictor Davis Hanson: Dems have 'weaponized' coronavirus crisis to push radical agendaOpinion. TUCKER CARLSON: Four things to know about media’s coronavirus coverage. MediaGeraldo Rivera: 3M reports are 'classic example' of America being addicted to Chinese manufacturingHealthMichigan judge jails defendants for being late to court amid coronavirus pandemic: reportU.S.Florida man hangs giant toilet paper roll in front yardLifestyleDr. Anthony Fauci: Petition to name doctor 'sexiest man alive' gains steamLifestyleInstagram influencer apologizes for coronavirus controversy after testing positive, fleeing NYCPolitics. Republicans rip ‘partisan’ Pelosi panel on coronavirus response: 'This isn’t about oversight'U.S.Governor says people should practice social distancing at homeU.S.Commander who raised alarm over coronavirus cases is outMediaSchumer responds to Trump letter calling him a ‘bad’ senator, ‘I’m just appalled’SportsEx-NFL great on his fight with virus, ‘don’t want to die here’SportsPeyton Manning tried to 'dig into your brain' over cocktails, Hall of Fame defender saysEntertainment'Lean On Me' songwriter Bill Withers dead at 81EntertainmentDebra Messing blames Trump for coronavirus death toll following report that he ignored U.S. Army warningU.S.America Together: Send us your photos and we'll tell your story as the nation battles coronavirus. MediaStorytime with Dana: 'Dragons Love Tacos'",,https://www.foxnews.com/,2020-04-03 18:02:15.712742
,,,https://www.foxnews.com/,2020-04-03 18:02:15.712742
Fox NationJoin Now,"AVAILABLE NOWIn these uncertain times, Evangelist Billy Graham shares powerful reflections on his spiritual journey along with other Christian testimonials.",Show More. ,https://www.foxnews.com/,2020-04-03 18:02:15.712742
,,,https://www.foxnews.com/,2020-04-03 18:02:15.712742
Coronavirus Latest,"FULL COVERAGE: CORONAVIRUSNOW.COM. Dr. Marc Siegel reacts to FDA-approved serology test for coronavirus: 'We are not entirely there yet'Trump approves New York’s Javits Center to treat coronavirus patients, Cuomo announces. Florida emergency management official says 3M selling masks to foreign countries: 'We're chasing ghosts'Samaritan's Purse NYC field hospital already treating 12 patients, nurse says: 'We are giving it 110 percent'",,https://www.foxnews.com/,2020-04-03 18:02:15.712742
Your Money,Why debt among older Americans is going up,Show More,https://www.foxnews.com/,2020-04-03 18:02:15.712742
Opinion,Trump's coronavirus communications challenge – Why these two things are criticalBy Ari FleischerCoronavirus spread because of Chinese Communist Party’s ineptitude and deceptionsBy Cory Gardner. Nation unites against coronavirus – here's how 'all of America' is joining the fightBy Newt Gingrich,Show More,https://www.foxnews.com/,2020-04-03 18:02:15.713246
,PodcastFox News Rundown  ,Play / Pause / Volume,https://www.foxnews.com/,2020-04-03 18:02:15.713246
Get the best of Fox News delivered to your inbox daily,Enter email addressWe've added you to our mailing list.CloseYour email address was not valid.Close,,https://www.foxnews.com/,2020-04-03 18:02:15.713246
Features & Faces,"Influencer APOLOGIZES for pandemic faux pasIs THIS when coronavirus is most infectious?Jen's BIG surprisePop culture expert-approved films to watch at home‘Tiger King' wants WHO to play him?Model bares ALLCruise bookings on the RISE!?Nazi concentration camp DISCOVEREDBest-selling TRUCK is?GM to build electric HONDASCelebs we've lost to virus. Rapper released from prison EARLYWhy this star's sister feels 'EVIL'McDonald's BIG newsStar DEFENDS wearing N95 mask. Meghan, Harry SLAMMED for 'cruel' behaviorSheriff TALKS 'Tiger King' star's husband. Doctor's moves go VIRALPreviousNext",,https://www.foxnews.com/,2020-04-03 18:02:15.713246
CoronavirusView All,"WorldSpanish cliffside town isolates itself to keep out coronavirusMediaNew York ER doctor: Smart to recommend public use masks because of asymptomatic spread of coronavirusU.S.Videos show sailors sending off ousted USS Roosevelt commander with cheers, applauseOpinionAndrew McCarthy: Coronavirus '9/11 Commission' is a political boondoggle. Don't let Congress pass the buckPoliticsSchiff proposes coronavirus commission, with subpoena power, to probe pandemic response",,https://www.foxnews.com/,2020-04-03 18:02:15.713745
Fox News FlashView All,MediaOklahoma pizzeria owner on small business loan program: It's a 'band-aid' but it won't last longMediaGeraldo Rivera: 3M reports are 'classic example' of America being addicted to Chinese manufacturingMediaKevin McCarthy slams Nancy Pelosi's 'politics as usual' response to coronavirus pandemicMedia. Dr. Fauci says it's 'mind-boggling' that any of China's wet markets are still operatingMediaDaughter speaks out after father tests positive for coronavirus while stuck on cruise: 'I'm completely helpless',,https://www.foxnews.com/,2020-04-03 18:02:15.713745
PoliticsView All,"PoliticsSchiff proposes coronavirus commission, with subpoena power, to probe pandemic responsePoliticsWisconsin to hold primary amid coronavirus pandemic: What to knowPoliticsRepublicans rip ‘partisan’ Pelosi panel on coronavirus response: 'This isn’t about oversight'PoliticsTrump announces Justin Walker, former Kavanaugh clerk, as pick for DC Circuit CourtPoliticsGOP rep introducing bill to expose China to potential US litigation on coronavirus",,https://www.foxnews.com/,2020-04-03 18:02:15.713745
U.S.View All,"U.S.Videos show sailors sending off ousted USS Roosevelt commander with cheers, applauseU.S.UK opens first coronavirus field hospital after just 9 days of constructionU.S.VA hospitals lack adequate coronavirus testing, protocol according to new reportU.S.New York summer town becomes coronavirus hot spot, locals blame ManhattanitesU.S.New Jersey governor says people should practice social distancing with 'other family members' at home",,https://www.foxnews.com/,2020-04-03 18:02:15.713745
OpinionView All,OpinionAndrew McCarthy: Coronavirus '9/11 Commission' is a political boondoggle. Don't let Congress pass the buckOpinionRep. Dan Crenshaw: Coronavirus – We can only fight this enemy together. That's why duty is crucialOpinionTom Del Beccaro: States and localities hit by coronavirus shouldn’t get more federal aid to balance budgetsOpinionAri Fleischer: Trump's coronavirus communications challenge – Why these two things are critical. OpinionTucker Carlson: 4 ways to understand the establishment media's screwed up coronavirus coverage,,https://www.foxnews.com/,2020-04-03 18:02:15.714246
FamilyView All,"Health. Oregon veteran survives coronavirus, celebrates 104th birthdayMediaRetired officer works as nurse at New Jersey hospital, says he's 'terrified' of infecting familyOpinion. Penny Nance: Coronavirus and the challenges of teaching kids at home -- Please, do thisEntertainmentPink belts out moving gospel song during son's bath time: 'Faith is always a comfort'OpinionPaul Batura: Children's coronavirus fears – this is what I told my sons the times demand",,https://www.foxnews.com/,2020-04-03 18:02:15.714246
EntertainmentView All,"Entertainment. Jessica Alba reveals her company is donating diapers, other essentials to families impacted by the coronavirusEntertainmentQueen Elizabeth to address coronavirus pandemic in rare televised broadcastEntertainmentRapper YNW Melly tests positive for coronavirus in Florida jail while awaiting double murder trialEntertainment'Lean On Me' songwriter Bill Withers dead at 81EntertainmentAlyssa Milano calls for 'intellectually bankrupt' Bernie Sanders to end campaign amid the coronavirus pandemic",,https://www.foxnews.com/,2020-04-03 18:02:15.714246
What to WatchView All,"04:20VideoFord designers using virtual reality to collaborate from home during coronavirus lockdowns12:41America's Newsroom. Kudlow predicts the unemployment numbers ‘will continue to be poor’ in weeks ahead02:00Who is Gavin Newsom? Here are 4 facts about California's governor05:00America's NewsroomNurses protest lack of critical protective gear amid COVID-19 pandemic02:00Cuomo critics highlight years of taxpayer waste, amid deepening coronavirus crisis in New York",,https://www.foxnews.com/,2020-04-03 18:02:15.714246
Personal FinanceView All,Sponsored by CredibleHow to recertify your student loan income-driven repayment plan?. LifestyleCompanies join coronavirus fight by helping health care workersPersonal Finance. Coronavirus hit companies' 401(k) policies: What to do if your employer stops matchingPersonal FinanceCoronavirus economic relief measures: What you need to knowMoney. Coronavirus stimulus checks: Who gets money and when?,,https://www.foxnews.com/,2020-04-03 18:02:15.714747
TechnologyView All,"U.S.Videos show sailors sending off ousted USS Roosevelt commander with cheers, applauseTechAmazon lawyer, at Jeff Bezos-attended meeting, portrays fired worker as ‘not smart or articulate’TechHow to protect yourself against coronavirus online scamsPoliticsAOC calls Amazon 'racist & classist' after leaked memo shows company's plan to fight warehouse employeeTechPrototype nasal swabs for coronavirus testing evaluated by US Army and Harvard",,https://www.foxnews.com/,2020-04-03 18:02:15.714747
AutosView All,"Cars + TrucksGeneral Motors and Honda to co-develop electric vehiclesCars + TrucksTop 10 best-selling vehicles of 2020 so far: Coronavirus drives sales down, but trucks buck the trendCars + TrucksAverage car loan now 70 months as zero percent interest deals grow during coronavirus crisisCars + TrucksCar-sharing becoming 'car-hoarding' during coronavirus pandemicCars + TrucksFord Mustang factory to build respirators for coronavirus fight, UAW says",,https://www.foxnews.com/,2020-04-03 18:02:15.714747
Travel + Outdoors. View All,". U.S.Virus expert implores surfers to stay out of ocean to avoid coronavirusGreat OutdoorsWashington bans recreational fishing, shellfishing to slow coronavirus spreadLifestyleMontana Fish, Wildlife agency converts social distancing into 'fishtancing'Great OutdoorsNational Park Service asks people to practice social distance during coronavirus pandemicU.S.Missouri to waive fishing permit requirements during coronavirus outbreak",,https://www.foxnews.com/,2020-04-03 18:02:15.714747
Food + DrinkView All,"MediaOklahoma pizzeria owner on small business loan program: It's a 'band-aid' but it won't last longFood & DrinkGrupo Modelo suspends production of Corona and other beer brands amid coronavirus crisis in MexicoFood & DrinkNew York nonprofit teams with high-end restaurant to help feed health care workers, othersFood & DrinkLandlord gives New York pizzeria free rent for donating hundreds of pizzas a day to overwhelmed hospitalsFood & DrinkCostco hopes to resume sample giveaways 'soon,' but stops work with contractors who distributed them: report",,https://www.foxnews.com/,2020-04-03 18:02:15.715250
Fitness + Well-beingView All,. LifestyleHow to transform your quarantine belly into 6-pack absLifestyleDanica Patrick on keeping calm and finding your passion in stressful timesMediaAnna Kooiman shares at-home workouts for coronavirus lockdownReal EstateBored at home? Instagram-influencing 'Style Sisters' explain how to deep-clean your closetLifestyleTips for staying fit while stuck at home during the coronavirus pandemic,,https://www.foxnews.com/,2020-04-03 18:02:15.715250
Style + BeautyView All,"Lifestyle. Little kid gives himself an 'old man' haircut while in lockdown with dad and brotherLifestyleKylie, Kris Jenner donate hand sanitizer to hospitals amid coronavirus pandemicLifestyleMan dresses as bush to sneak out during coronavirus lockdownLifestyleWalmart sees increased sales for tops, but not bottoms, amid coronavirus pandemicLifestyleH&M donating money, protective equipment to help those fighting coronavirus spread",,https://www.foxnews.com/,2020-04-03 18:02:15.715250
HealthView All,HealthWhite House coronavirus task force to announce face covering guidanceHealthPotential coronavirus vaccine candidate developed by University of Pittsburgh scientistsHealth. Coronavirus live blog: Emergency room physician Dr. Jon Baugh answers your questionsHealthFirst Responders Children’s Foundation helps people on front line of coronavirus pandemicHealthCoronavirus in the US: State-by-state breakdown,,https://www.foxnews.com/,2020-04-03 18:02:15.715250
Good NewsView All,"Faith & ValuesNurses gather to pray on rooftops during coronavirus pandemicWorldIndian man, 93, and 88-year-old wife recover from coronavirus against oddsWorldSouth Korean shoe cobbler called 'angel' for doing this for 'poor and needy' amid coronavirus despairWorldCoronavirus doesn’t stop octogenarian couple from meeting at Danish-German border amid lockdownU.S.Coronavirus outbreak results in Massachusetts man, 70, getting 'a little different' birthday party",,https://www.foxnews.com/,2020-04-03 18:02:15.715750
Full EpisodesView All,"39:53VideoFox News @ Night - Thursday, April 242:54The Ingraham Angle - Thursday, April 243:01Hannity - Thursday, April 242:14Tucker Carlson Tonight- Thursday, April 217:48The Five - Thursday, April 2",,https://www.foxnews.com/,2020-04-03 18:02:15.715750
